Decision,GPA,ACT,SAT II,Gender,Ethnicity,Essay,Recommendation,School Type,Region
0,3.4,27,617,0,1,8.5,8.8,0,2
1,3.96,35,776,1,-1,9,8,0,1
0,3.98,34,760,0,-1,9,8.5,1,1
0,3.58,36,761,1,0,8.5,8,0,1
1,3.96,35,723,1,0,9.5,9.2,0,1
1,3.83,33,738,1,0,9,9,0,1
0,4,35,780,0,0,9.2,8.4,0,3
1,4,36,757,0,1,6.7,8,0,3
1,4,35,760,0,-1,8.5,8.2,0,3
1,3.98,36,800,0,0,7.5,8,0,0
0,4,35,783,0,-1,10,9.2,0,4
1,3.87,33,753,0,0,8.7,8.8,0,2
1,3.91,31,660,1,2,7.8,10,0,3
1,4,36,780,1,-1,9.3,8.8,0,4
1,3.91,34,795,0,-1,8.5,8.5,0,0
0,4,35,720,0,-1,7.5,6.5,0,3
1,4,32,705,1,1,9,9.3,0,3
1,4,32,665,1,2,9.5,9.5,0,0
1,4,35,800,0,-1,9.5,9.6,0,2
0,3.8,35,770,1,0,9,9.1,0,4
1,3.76,34,746,1,-1,7,7,0,0
1,4,34,790,0,-1,9.3,8.5,0,1
1,3.98,32,713,1,0,7.7,9,0,4
0,3.65,34,740,0,0,10,9.3,1,0
1,4,34,676,1,-1,8.5,8.6,0,0
0,3.99,35,790,0,-1,7,7,0,1
0,3.95,32,785,0,-1,8,6.7,1,2
1,3.85,32,645,1,0,7.5,8.2,1,2
0,4,34,690,1,0,9,7.8,0,3
0,3.944,35,746,0,-1,8.5,8.7,0,2
1,3.85,32,730,1,-1,8.5,9,0,2
1,3.92,35,800,0,-1,8.5,8.8,1,2
1,4,30,677,1,-1,7.8,9,0,4
1,4,33,630,0,0,9,10,1,2
0,4,35,776,0,-1,8,8.6,0,3
1,4,36,800,0,-1,9,8.6,0,3
1,3.9,32,705,0,0,7.5,8,0,4
1,3.98,32,713,0,0,7.8,8,0,1
1,4,36,770,0,-1,8.5,9.6,0,3
1,3.98,36,757,1,0,7,8.5,0,2
1,3.89,36,770,0,0,8.5,7.2,0,3
1,4,35,776,0,-1,9,10,0,2
1,3.9,35,735,0,-1,9.6,9.8,0,0
0,3.7,36,760,1,-1,9,9,0,0
1,3.9,35,735,0,-1,9.6,9.8,0,0
0,3.84,33,770,1,2,9.5,9,0,1
0,3.991,35,800,1,-1,7.8,8.8,0,3
1,3.72,35,780,0,-1,9.2,9,0,0
1,4,35,750,1,-1,7.2,7,0,3
0,4,31,694,0,-1,8.7,8.2,0,3
1,3.96,36,770,1,-1,8,6.8,0,3
1,3.92,36,770,0,1,8.8,9,1,3
1,3.8,36,765,0,-1,8.3,8.9,1,1
0,3.97,33,735,0,-1,9,10,0,2
1,4,35,790,1,-1,8,8.3,0,4
1,3.8,35,703,1,0,9,9,0,0
0,3.65,32,713,0,0,6,7.8,0,1
1,3.88,33,800,0,2,8,8,0,0
0,3.9,36,786,1,-1,8.5,5,0,3
0,3.78,34,780,1,-1,9,8.2,0,2
1,4,36,772,1,-1,6.5,8,0,4
0,4,35,786,0,-1,7.8,9.5,0,3
1,3.84,33,770,1,2,9,8.7,0,1
1,3.89,35,765,0,1,7.8,7.2,0,2
1,3.97,35,763,1,-1,9,9.8,0,2
1,4,35,746,0,2,5.5,6.5,0,0
1,3.98,32,685,1,1,8,8,0,0
1,3.95,36,770,1,2,9,7.2,0,2
1,4,35,776,0,-1,8.5,9,0,1
0,3.82,35,770,0,0,7.5,6.5,0,4
0,3.98,34,747,1,0,7,7.2,0,2
1,3.985,33,660,0,1,9.2,9.2,0,3
0,3.95,35,755,0,0,8.8,9.2,0,2
0,3.8,30,688,0,0,6.5,10,0,0
0,4,35,790,0,-1,7.5,8.2,0,2
1,3.99,33,682,0,0,9,8.5,1,1
1,4,36,776,0,-1,8,6,0,0
0,3.95,35,713,1,-1,7.5,8.5,0,1
1,3.9,34,750,0,0,9,9,1,4
0,4,36,796,0,-1,8,7,0,2
1,4,34,720,0,1,8.5,8.6,0,3
0,4,36,776,0,-1,7.5,7,0,1
1,3.92,36,740,0,1,10,9.2,0,1
0,3.9,34,710,1,0,8.5,10,0,0
0,4,29,660,0,0,9,8.2,0,4
1,4,33,710,0,0,8.5,10,0,3
1,3.98,32,685,1,1,8,8,0,0
0,3.92,23,547,0,0,4.2,8.8,1,4
0,3.85,24,546,1,2,5.9,8.5,1,2
0,3.76,24,596,1,-1,8,4,1,2
0,3.68,25,658,1,0,7.9,7.6,0,0
0,3.9,11,577,1,0,8.4,5.1,0,2
0,3.82,27,577,1,0,7.3,4.5,0,1
0,3.96,16,677,1,1,9.8,5.5,1,3
0,3.79,17,534,1,0,8.2,7.1,0,2
0,3.98,22,619,1,2,9.5,8.3,0,3
0,3.77,15,597,1,0,8.1,4.5,1,2
0,3.7,9,666,0,2,9.4,9.2,0,3
0,3.92,23,597,1,0,5.6,7.2,0,1
0,3.65,23,571,0,1,9.9,8.6,0,4
0,3.93,27,599,1,0,9.8,9,1,0
0,3.52,22,643,1,1,7.7,4.6,0,0
0,3.56,19,578,0,-1,9.3,9.2,1,1
0,3.84,10,523,1,2,9.4,9.9,0,0
0,3.69,23,503,1,0,4.3,4.4,0,1
0,3.5,26,606,0,-1,6.6,4.3,0,2
0,3.55,23,553,0,0,7,6.9,1,3
0,3.85,11,644,1,2,7.6,6.3,0,2
0,3.72,15,526,1,1,8.2,9.1,1,4
0,3.85,25,611,1,0,5.7,5.3,1,2
0,3.56,16,615,1,-1,8.6,7.4,1,1
0,3.99,21,527,1,0,6,8.5,0,4
0,0.66,35,600,0,2,6.9,4.2,0,2
0,1.92,35,504,0,2,8.4,7.8,1,3
0,1.24,34,655,1,-1,5.4,8.9,1,1
0,2.96,35,651,1,1,8.6,8.3,1,2
0,0.57,32,540,1,2,6.1,4.3,0,1
0,1.58,33,621,0,1,4.3,9.2,1,3
0,0.72,31,579,0,1,9.8,8,1,1
0,3.01,30,620,1,1,6.6,5.5,1,2
0,1.49,35,580,1,0,7.9,6.3,0,1
0,1.33,31,520,0,-1,9.6,4.5,0,0
0,2.87,35,504,0,0,8.1,7.8,0,0
0,0.43,33,591,1,1,5.6,4,0,2
0,0.24,32,604,0,1,7.9,5.2,0,3
0,2.09,32,578,1,1,4.3,4.8,0,4
0,3.11,32,673,1,0,6.2,4,0,2
0,2.69,32,543,0,1,7,7.5,1,1
0,0.87,34,535,1,1,4.6,5.6,0,0
0,0.84,33,579,1,0,9,7.9,0,4
0,0.72,35,518,1,1,5.3,4.5,1,2
0,3.45,34,551,1,2,4.5,9.1,1,1
0,2.21,35,520,1,1,6.2,8.1,0,1
0,1.73,30,676,1,0,8.4,9.1,0,0
0,2.26,35,608,0,2,10,4.6,1,3
0,2.81,33,548,0,0,5,5.6,1,3
0,1.63,32,533,1,-1,8.8,4.5,0,3
